Credit_Score,Debt_To_Income_Ratio,Inquiries_Last_6Mo,Revolving_Util_Rate,Past_Delinquencies,Default_Status
699.802849180674,0.10257451708450596,3,0.7335681338452497,0,0
661.704141929729,0.40923871530889167,1,0.23538936576962588,0,0
708.8613122860415,0.5747297379474616,2,0.6883665144266913,2,1
761.3817913844815,0.3928381464760922,2,0.06903484101447466,1,0
655.9507975165999,0.505978206901931,0,0.4270396801855514,1,0
655.9517825830492,0.5397873609411721,0,0.7482785586825081,0,0
764.7527689304435,0.19860148141344489,2,0.3548596601969882,0,0
716.0460837491745,0.19026331675227787,2,0.5573633913008595,0,0
641.8315368439029,0.39771011420251573,2,0.2344813095433197,0,0
702.5536026151578,0.29373480429948645,2,0.717795852013555,3,1
642.1949384312522,0.5167278774906946,2,0.09705119294188366,0,0
642.0562147857846,0.5480120241669658,1,0.8172883803879503,0,1
684.517736293962,0.26377911723741343,1,0.22837674777950134,0,0
555.2031853205322,0.20317269066673066,4,0.8369582285374977,0,1
566.504930049218,0.4858732679268082,4,0.36727631717046555,0,1
636.2627482455416,0.2228991384850308,2,0.7004152170270379,0,0
609.2301327799346,0.5077594456271127,2,0.3373027680075696,0,0
688.8548399557164,0.30034389189735666,2,0.8653205041111828,2,1
615.5185554687273,0.42712594763156464,7,0.16397341296653692,0,1
585.2617779198825,0.12967836319402745,2,0.21066781034533882,2,0
757.9389261352933,0.404406848831818,2,0.493727112642922,1,0
656.4534219708079,0.3149191929433591,3,0.1237445951343315,0,0
674.0516922812755,0.3850364008512466,0,0.22638216623158575,1,0
584.5151088271925,0.16736738802732898,2,0.8993897439908128,0,1
637.3370365284891,0.46317434737097474,1,0.9288406950330984,3,1
676.655355382592,0.5286544803224789,3,0.3886333963973797,0,0
600.9403853546619,0.19270469604720336,1,0.8809574189125421,0,0
692.5418811007403,0.1297715688704841,2,0.5403422081060886,0,0
633.9616786048717,0.09229206474409493,1,0.2927682192863903,0,0
652.4983750124034,0.41382518023049836,2,0.6821588489725388,3,1
633.8976032662362,0.39568889876616603,2,0.6430116259173715,0,0
781.1366910705362,0.3642826546113164,4,0.94021278719786,0,0
669.190166515724,0.20061248998030723,2,0.28854255866835493,0,0
606.537344262646,0.2832711178708676,2,0.6548535523955619,2,1
719.3526947261913,0.38912769429681,2,0.0968213795265022,0,0
596.7493810017387,0.33831876660676813,1,0.15228143482704748,0,0
682.5318157002853,0.5936484705117414,0,0.05352653745598394,0,0
552.4197925672134,0.15094867132950124,0,0.9495146129537058,1,1
590.3088370660942,0.4414751681047488,1,0.7720463274327299,0,1
681.8116741521474,0.2902457594142319,2,0.7580507132601867,0,0
714.3079947997246,0.3026637997613197,2,0.5087534677593617,0,0
680.2820968713983,0.45315083814225166,2,0.3200603746148959,1,0
663.0611030567055,0.44006679868867227,5,0.1861378560164083,0,0
651.9337782646427,0.5954531167251379,1,0.30620726496181727,0,0
581.2886805779543,0.14676503051614515,1,0.38837409973622516,0,0
626.8093474963175,0.1341370176797665,2,0.7306790872822646,1,0
642.3616737424128,0.45665618490694543,0,0.5356956100128372,2,1
733.427333573135,0.38076119684333276,0,0.11973526389993441,0,0
690.6170973741077,0.22256354661109906,3,0.06622610806302101,0,0
564.217590678236,0.12129807187427304,3,0.14209896158065682,0,0
689.4450381636877,0.12454228979014388,1,0.41944884232764135,0,0
646.895063175021,0.5449792548253415,2,0.8898736253441164,0,1
629.3846799816424,0.1797710088537463,1,0.6236622330882994,0,0
706.7005773304521,0.2481532123000708,0,0.7716433098879636,0,0
731.8599713497571,0.19786132915803378,1,0.46973713505409365,2,0
725.8768071469719,0.2645980790326074,2,0.3754994748755385,0,0
619.6469486066417,0.11610039822796855,2,0.14756033544496044,0,0
651.4472574489271,0.34991109127230063,1,0.8383397199675844,0,0
689.8758058842138,0.11515853306795175,0,0.7548440261251125,0,0
728.5327076273416,0.496185384067628,2,0.20130628783795257,0,0
641.2495457292825,0.20153028259342518,4,0.5110345074886344,0,0
658.860461400171,0.3608061955943455,3,0.48863732712912034,0,0
603.6199015596383,0.5376411255319583,5,0.6125823974178757,1,1
598.2276025551597,0.418456231904541,2,0.901568204592135,2,1
718.7515493436518,0.3571380490066944,2,0.5717942975862317,0,0
751.3744017142494,0.2486535516199953,3,0.5361955401007567,0,0
665.67939270518,0.25316099479026294,1,0.09529063964119755,0,0
730.2119738735214,0.42813321670305887,2,0.10661672841622154,0,0
691.698161502858,0.5969524678350071,0,0.21861211219410998,0,0
631.2928147236926,0.4241563787216769,2,0.07922369452257345,1,0
691.6837363305049,0.37004737703241297,5,0.7190176060130111,3,1
762.2821939879582,0.459938265324408,3,0.7009972735945668,2,1
667.8504376534029,0.32190691838753344,1,0.17245061098847864,0,0
763.8786193488404,0.11127401815240831,1,0.8024710107157528,1,0
512.8152937546154,0.37239434425651313,6,0.18930743136150074,1,1
719.3141502625134,0.5779651479427977,1,0.32105802829762287,0,0
675.2228240942902,0.17115753002598302,3,0.2740792092452285,0,0
652.059558972048,0.4388025432267462,1,0.38507638871574296,1,0
675.5056465921301,0.18448551810270936,3,0.27919738930096566,0,0
