Credit_Score,Annual_Income,Debt_To_Income_Ratio,Loan_Amount,Inquiries_Last_6Mo,Approved_Interest_Rate
704.8357076505616,55122.38733886046,0.18762752364074312,27691.130260823345,1,9.0
673.0867849414408,45685.17605016004,0.11468854500032846,7593.689790120347,2,11.0
712.3844269050346,125464.5374315455,0.14321030165227655,18141.412496327514,4,10.0
756.1514928204012,135971.35897303518,0.23554425973550064,33133.50908177064,4,10.0
668.2923312638331,34737.9217238463,0.4210342718319252,20171.528146447206,1,15.0
668.293152152541,170431.83693655347,0.32881945734772033,39901.38238660326,3,13.0
758.9606407753696,37795.692547720864,0.3050670903825666,24567.074973131075,0,11.0
718.3717364576454,111194.45029516057,0.21739552928324868,16240.675342258372,2,10.0
656.5262807032524,136359.07791763748,0.4727014877731266,12703.89640666636,5,17.0
707.1280021792983,160645.36856191285,0.25880601649487667,17268.218700015663,1,9.0
656.8291153593768,137113.03981986415,0.13483710671830862,18038.66458158428,2,11.0
656.7135123214872,150259.21246046876,0.3468266064471205,7404.978720338634,2,14.0
692.0981135783018,80917.5288814209,0.14553535739064058,17935.09697993706,0,9.0
584.33598776711,152223.76706197683,0.23808925712067686,21248.34819087287,3,14.0
593.7541083743483,42017.22695770127,0.3029647754871235,30295.821328358164,1,16.0
651.8856235379513,164222.49840907915,0.44968900987407034,27985.53196525628,4,15.0
629.3584439832788,112138.85642306044,0.29741863213604747,29806.7979330204,5,16.0
695.7123666297637,152594.66549437406,0.3809035064126657,5292.728865689998,3,12.0
634.5987962239394,97847.74267774502,0.49712673559962817,12618.358985318762,2,16.0
609.3848149332355,126536.65427947874,0.15259564795919267,28158.950093994976,0,11.0
753.2824384460777,108960.39914041698,0.2098926102078078,21939.62788629115,3,9.0
668.7111849756732,139738.42826329978,0.2578304302390586,5185.971648392108,1,11.0
683.3764102343962,42244.49730458844,0.26873127141553255,33157.31248511378,1,12.0
608.7625906893271,39052.81259858457,0.2644084301062183,32048.33506516181,1,14.0
652.7808637737409,67065.48510152198,0.463044401022622,24194.670704774693,1,16.0
685.5461294854933,53931.70201697825,0.3856130577867426,7326.216402169524,2,14.0
622.4503211288849,160767.53498883027,0.3431620856362815,31828.02673364046,2,15.0
698.7849009172836,62882.098103706645,0.22374908714511285,25429.975570597737,1,10.0
649.9680655040597,176379.7883728697,0.4295161536885179,32368.59920052857,0,13.0
665.4153125103362,80534.36876566603,0.48202420459399564,31311.144733854413,5,17.0
649.9146693885301,57317.68735330489,0.4284793130200907,33105.0725185243,0,16.0
772.6139092254468,148454.77607137186,0.10062604207658916,23130.282324161868,0,6.0
679.3251387631033,128806.16632513142,0.3545605480733628,9911.358136773026,1,12.0
627.114453552205,104729.35746797085,0.12045415257684029,28490.511568289105,1,12.0
721.1272456051595,113304.53264064468,0.20304288813348875,26716.58247681897,3,10.0
618.9578175014489,137880.26674083958,0.12380988013910868,30978.86155196805,1,11.0
690.4431797502377,64268.21119969481,0.3415181811797551,10945.835211775735,0,12.0
582.0164938060112,179450.0874085113,0.3746359653970427,11824.131996510123,1,14.0
613.5906975550785,176218.97432201746,0.14579505522636205,36164.33310267649,4,12.0
689.8430617934562,127548.85295204053,0.2535355532179918,31249.22294582248,2,11.0
716.9233289997705,59931.36763937177,0.2824946035822168,36787.997104511305,0,11.0
688.5684140594985,132034.2363646937,0.24762120870436666,31555.036240737223,3,11.0
674.217585880588,40829.761346876374,0.14841000019407724,25900.435709660564,1,11.0
664.9448152205356,34597.87533087091,0.2675791160749902,27894.64579597558,1,12.0
606.0739004816286,68652.43327668204,0.40047121912336725,36119.477337900345,0,17.0
644.0077895802646,99393.44351089744,0.1284030658133022,25258.236407917917,3,12.0
656.9680614520106,160240.87581125708,0.1320720056327614,27133.69635149356,1,10.0
732.8561113109458,139075.3604649462,0.2419085167343937,10476.68506012602,0,7.0
697.1809144784231,141405.97817999715,0.47669028464757,21587.242704063596,2,14.0
591.8479922318633,93824.00016721131,0.36742905868916564,30073.898918533465,3,16.0
696.2041984697397,81890.24888204443,0.3714679826690259,14482.99444107279,1,13.0
660.7458859791842,85655.81444769041,0.244767996335146,12078.896318358722,5,14.0
646.1538999847021,178147.43456040867,0.33746431648341535,15983.938287854544,3,13.0
710.5838144420434,36016.37871187237,0.10405247361109736,13452.52197974917,3,12.0
731.5499761247976,160054.7244183673,0.35443841856381686,12521.942296273854,4,11.0
726.5640059558099,116801.31128585902,0.4653147790304947,19869.779500383043,1,12.0
638.039123838868,95792.31287843856,0.34502938733792765,36774.3479859237,2,15.0
664.5393812074393,138788.64906227047,0.44947943738653806,22747.08763585514,2,16.0
696.5631715701782,103000.34121370543,0.38958922218643754,11577.213328536305,2,13.0
728.777256356118,161013.48571224906,0.1482233665614761,7694.008428330593,2,8.0
656.0412881077355,165105.2796016888,0.4609813229143367,29365.465079827383,3,15.0
670.7170511668091,93258.1390310183,0.12657753774230995,18397.956755273575,3,13.0
624.6832512996986,71524.16958525774,0.31358698901910553,33764.083130487576,2,14.0
620.1896687959664,118852.54928900434,0.15685484951738307,28082.876902426957,3,13.0
720.6262911197099,166854.50184250364,0.10468264429236163,32868.4507689479,1,6.0
747.8120014285412,61599.32835084999,0.26881370405105565,14518.111379645707,3,9.0
676.3994939209833,123444.98753452241,0.2180162830616625,29232.562286137036,5,13.0
730.1766448946012,124734.03301387808,0.29440019751904123,14242.169464280158,0,9.0
698.0818012523818,139966.95336229214,0.33087995469382037,37867.39678076021,1,11.0
647.7440122697437,49735.15276908897,0.11749562892357895,27273.099853668104,2,12.0
698.0697802754207,137373.74470231327,0.14920131804949827,16357.913006136972,0,10.0
756.9018283232984,166354.87809984616,0.32345695858017015,14432.915180229542,2,9.0
678.2086980445024,56952.46633053629,0.2372669412690633,11682.430477507522,0,12.0
758.2321827907003,65631.49873858165,0.39166939501977927,29312.43356128047,2,12.0
549.0127447955128,175709.26410624594,0.36091665943677587,12655.046454927455,1,16.0
721.0951252187612,57146.54290642346,0.4382417451959627,25835.614307462118,3,15.0
684.3523534119086,158157.76400543685,0.37699713066769014,14262.225942387508,2,12.0
665.0496324767066,103841.67846720522,0.2719724309560593,28168.9130677854,5,16.0
684.5880388267751,67084.66116047656,0.369186648957773,33522.890498918874,3,16.0
580.6215542699554,160612.4851908767,0.21015246970216742,32230.88351006286,1,13.0
669.0164056081244,96795.78825039983,0.22252539951128508,31629.79658257736,1,9.0
697.8556285755873,107222.60308945352,0.41559406396831733,11570.284199228823,3,14.0
753.8947022370758,83885.00540996486,0.27856780656063285,8093.473144458155,0,11.0
654.0864890863177,118942.62771523911,0.419352136207341,29463.208997058497,0,14.0
639.5753198553406,54528.580887753415,0.42896894946731134,17892.152482802296,1,17.0
654.9121478207732,88662.2304977641,0.44302493506451357,20132.117924117156,1,16.0
725.7701058851037,175411.84835029312,0.46665409433648297,6090.218247768687,2,13.0
696.4375554829842,68720.01490516914,0.2723940882053185,14085.175724626723,4,13.0
653.511989811648,128510.49968119383,0.22754672732845554,6178.674135606241,2,10.0
705.6633716556678,78778.50963370423,0.33287949863764554,35771.50204104367,6,16.0
684.8538774674021,146020.9688529901,0.24846896937505103,13518.883912648567,1,9.0
728.4322495266445,49631.04910775248,0.3404296667200932,24506.800935055282,2,13.0
644.8973453061324,175473.15676178172,0.38223434505752985,6364.2762231395645,1,12.0
663.6168926701116,98068.43120754589,0.37536200739685477,28339.65869569803,3,15.0
660.3945923433921,65407.56950196959,0.24982115480804856,16305.957101393285,3,14.0
606.824252593394,41024.512099501895,0.16674408067950114,36427.1715435183,2,14.0
694.8060138532288,55463.685763131114,0.272211735384883,36084.136612691254,4,13.0
693.0527636089945,107966.09228340264,0.1570376576327635,16385.171642661175,2,11.0
680.2556728321231,80550.47646469294,0.4560388140735233,36533.631349166375,3,16.0
668.2706433312427,154332.50488239143,0.23835098429514298,39865.51857245726,2,10.0
609.2314628974793,94633.12854927088,0.16178389888932954,33889.54824433818,2,13.0
658.9677338617321,67307.1408881445,0.11017910396230035,34570.49717143302,1,11.0
662.8642741736616,122571.7479906045,0.3583289545145937,13715.305763818147,3,14.0
639.886136538919,136016.58253281686,0.3547609269818973,25184.58396002147,3,16.0
671.9357144166995,55056.28618514248,0.23624166663251667,7353.956988857875,2,13.0
700.2025428407269,55142.882443247654,0.12868475553906042,8322.12778875844,0,9.0
774.3092950605266,35500.714040031446,0.2638515579580928,39961.24142116517,1,9.0
688.728890641592,140460.30225984607,0.22448699802535743,16432.37372990688,1,10.0
692.8775195361383,129570.67914327077,0.3708482558940037,31186.436921709625,5,15.0
676.2777042116917,101194.63136247208,0.3423116997810761,33233.27685593857,1,12.0
584.0614392350479,156625.56734537956,0.245837491279016,35030.814485253024,3,13.0
678.6743062275392,150850.522942508,0.18715702170199605,39916.99040907548,2,11.0
683.0115104970513,117803.15465951282,0.4952143864622368,13452.376983990374,3,15.0
803.1621056242643,160240.6920769888,0.28160064847844596,6412.27894008949,4,8.0
670.3819517609438,60876.18150551524,0.3753096943120948,19391.703129810507,3,16.0
695.0773671166806,46787.94290965918,0.15622118703134433,9552.823444013142,3,11.0
678.2644115147378,70462.44172754844,0.2942358798637591,5784.906120671929,2,12.0
621.5660981190234,38563.02841339723,0.1110146879477862,17614.93894995201,3,12.0
737.141140725751,109675.4292001548,0.30218204716417996,32430.838787633274,2,11.0
717.5966516343387,170490.85384424424,0.48560696284708094,24816.32419287748,2,13.0
719.5515973521524,35901.53110027645,0.25368268519432013,15947.22962236239,5,16.0
634.530627260263,48316.48710150402,0.11559840502996464,27901.97019224519,4,13.0
750.139715546805,97829.85424251528,0.11238231636773742,13120.636310808375,1,7.0
609.907446860386,170081.25262918574,0.25519470397874777,5503.350612522976,2,12.0
709.3428546900135,77423.41574651258,0.1640099745852776,31752.368525274956,3,11.0
789.5227812904989,106085.22130325886,0.10934083853127437,26831.007970240316,2,6.0
630.4731837434656,36235.928857558814,0.4024854455800707,31680.5918575336,2,18.0
651.6851135198614,52251.48014431333,0.2834092035527563,6362.830584068296,0,12.0
684.982568254382,177994.51844382702,0.2156979087890618,34299.18697407283,3,9.0
654.8262172941901,174767.80446540684,0.46003327320659226,26683.417001270616,2,13.0
602.4668284466934,30740.997140161442,0.14645558408021025,24718.837274942405,3,13.0
683.4281487403014,172771.76781348584,0.48236753158212775,26861.491684008604,2,14.0
626.8848143136947,125867.99067232506,0.22558668695094114,35255.16364039274,3,13.0
703.679621531759,160187.7441780033,0.4553614689234725,25542.777729561745,2,13.0
634.0287882883099,98210.97834507887,0.34117715059178466,25333.263296086276,2,16.0
757.4967202508769,107339.40428688754,0.430682943896595,39673.770497301804,2,13.0
640.8373353831881,103326.98703853803,0.4936052652841857,31485.55584739988,3,17.0
663.8969241897162,130029.63863191564,0.2153621751274983,20480.283190789734,2,10.0
720.6758608684835,50947.688213446934,0.48445419416303726,29758.89500115247,1,14.0
618.4567841783022,34496.03848090169,0.2557927579609681,18623.066509212596,1,14.0
691.3729967302065,76189.49123867863,0.2542047618947689,13010.641186922465,3,12.0
745.3571377141214,135702.11441049702,0.2361548417018023,25889.81569107158,0,7.0
599.6258382719386,60278.017818442255,0.3165630429390341,37486.3734339883,0,14.0
